"2008";"1";"";"Abandono";"50011790"
"2008";"2";"0";"Abandono";"50011790"
"2008";"3";"0";"Abandono";"50011790"
"2008";"4";"0";"Abandono";"50011790"
"2008";"5";"0";"Abandono";"50011790"
"2008";"6";"0";"Abandono";"50011790"
"2008";"7";"0";"Abandono";"50011790"
"2008";"8";"0";"Abandono";"50011790"
"2008";"9";"0";"Abandono";"50011790"
"2008";"10";"0";"Abandono";"50011790"
"2008";"11";"0";"Abandono";"50011790"
"2008";"12";"0";"Abandono";"50011790"
"2008";"13";"0";"Abandono";"50011790"
"2008";"1";"9.8";"Abandono";"50011774"
"2008";"2";"10.5";"Abandono";"50011774"
"2008";"3";"2.3";"Abandono";"50011774"
"2008";"4";"10.8";"Abandono";"50011774"
"2008";"5";"16.6";"Abandono";"50011774"
"2008";"6";"7.8";"Abandono";"50011774"
"2008";"7";"10";"Abandono";"50011774"
"2008";"8";"8.9";"Abandono";"50011774"
"2008";"9";"20.3";"Abandono";"50011774"
"2008";"10";"0";"Abandono";"50011774"
"2008";"11";"0";"Abandono";"50011774"
"2008";"12";"0";"Abandono";"50011774"
"2008";"13";"0";"Abandono";"50011774"
"2008";"1";"";"Abandono";"50027395"
"2008";"2";"0";"Abandono";"50027395"
"2008";"3";"0";"Abandono";"50027395"
"2008";"4";"0";"Abandono";"50027395"
"2008";"5";"0";"Abandono";"50027395"
"2008";"6";"0";"Abandono";"50027395"
"2008";"7";"0";"Abandono";"50027395"
"2008";"8";"0";"Abandono";"50027395"
"2008";"9";"0";"Abandono";"50027395"
"2008";"10";"0";"Abandono";"50027395"
"2008";"11";"0";"Abandono";"50027395"
"2008";"12";"0";"Abandono";"50027395"
"2008";"13";"0";"Abandono";"50027395"
"2008";"1";"";"Abandono";"50011804"
"2008";"2";"0";"Abandono";"50011804"
"2008";"3";"0";"Abandono";"50011804"
"2008";"4";"0";"Abandono";"50011804"
"2008";"5";"0";"Abandono";"50011804"
"2008";"6";"0";"Abandono";"50011804"
"2008";"7";"0";"Abandono";"50011804"
"2008";"8";"0";"Abandono";"50011804"
"2008";"9";"0";"Abandono";"50011804"
"2008";"10";"0";"Abandono";"50011804"
"2008";"11";"0";"Abandono";"50011804"
"2008";"12";"0";"Abandono";"50011804"
"2008";"13";"0";"Abandono";"50011804"
"2008";"1";"0";"Abandono";"50029436"
"2008";"2";"0";"Abandono";"50029436"
"2008";"3";"0";"Abandono";"50029436"
"2008";"4";"0";"Abandono";"50029436"
"2008";"5";"0";"Abandono";"50029436"
"2008";"6";"0";"Abandono";"50029436"
"2008";"7";"0";"Abandono";"50029436"
"2008";"8";"0";"Abandono";"50029436"
"2008";"9";"0";"Abandono";"50029436"
"2008";"10";"0";"Abandono";"50029436"
"2008";"11";"0";"Abandono";"50029436"
"2008";"12";"0";"Abandono";"50029436"
"2008";"13";"0";"Abandono";"50029436"
"2008";"1";"0";"Abandono";"50029126"
"2008";"2";"0";"Abandono";"50029126"
"2008";"3";"0";"Abandono";"50029126"
"2008";"4";"0";"Abandono";"50029126"
"2008";"5";"0";"Abandono";"50029126"
"2008";"6";"0";"Abandono";"50029126"
"2008";"7";"0";"Abandono";"50029126"
"2008";"8";"0";"Abandono";"50029126"
"2008";"9";"0";"Abandono";"50029126"
"2008";"10";"0";"Abandono";"50029126"
"2008";"11";"0";"Abandono";"50029126"
"2008";"12";"0";"Abandono";"50029126"
"2008";"13";"0";"Abandono";"50029126"
"2008";"1";"0";"Abandono";"50029649"
"2008";"2";"0";"Abandono";"50029649"
