"4110904";"ITAGUAJE";"";"PR"
"4110953";"ITAIPULANDIA";"";"PR"
"4111001";"ITAMBARACA";"";"PR"
"4111100";"ITAMBE";"";"PR"
"4111209";"ITAPEJARA D'OESTE";"";"PR"
"4111258";"ITAPERUCU";"";"PR"
"4111308";"ITAUNA DO SUL";"";"PR"
"4111407";"IVAI";"";"PR"
"4111506";"IVAIPORA";"";"PR"
"3100104";"ABADIA DOS DOURADOS";"";"MG"
"3100203";"ABAETE";"";"MG"
"3100302";"ABRE CAMPO";"";"MG"
"3100401";"ACAIACA";"";"MG"
"3100500";"ACUCENA";"";"MG"
"3100609";"AGUA BOA";"";"MG"
"3100708";"AGUA COMPRIDA";"";"MG"
"3100807";"AGUANIL";"";"MG"
"3100906";"AGUAS FORMOSAS";"";"MG"
"3101003";"AGUAS VERMELHAS";"";"MG"
"3101102";"AIMORES";"";"MG"
"3101201";"AIURUOCA";"";"MG"
"3101300";"ALAGOA";"";"MG"
"3101409";"ALBERTINA";"";"MG"
"3101508";"ALEM PARAIBA";"";"MG"
"3101607";"ALFENAS";"";"MG"
"3101631";"ALFREDO VASCONCELOS";"";"MG"
"3101706";"ALMENARA";"";"MG"
"3101805";"ALPERCATA";"";"MG"
"3101904";"ALPINOPOLIS";"";"MG"
"3102001";"ALTEROSA";"";"MG"
"3102050";"ALTO CAPARAO";"";"MG"
"3102100";"ALTO RIO DOCE";"";"MG"
"3102209";"ALVARENGA";"";"MG"
"3102308";"ALVINOPOLIS";"";"MG"
"3102407";"ALVORADA DE MINAS";"";"MG"
"3102506";"AMPARO DO SERRA";"";"MG"
"3102605";"ANDRADAS";"";"MG"
"3102704";"CACHOEIRA DE PAJEU";"";"MG"
"3102803";"ANDRELANDIA";"";"MG"
"3102852";"ANGELANDIA";"";"MG"
"3102902";"ANTONIO CARLOS";"";"MG"
"3103009";"ANTONIO DIAS";"";"MG"
"3103108";"ANTONIO PRADO DE MINAS";"";"MG"
"3103207";"ARACAI";"";"MG"
"3103306";"ARACITABA";"";"MG"
"3103405";"ARACUAI";"";"MG"
"3103504";"ARAGUARI";"";"MG"
"3103603";"ARANTINA";"";"MG"
"3103702";"ARAPONGA";"";"MG"
"3103751";"ARAPORA";"";"MG"
"3103801";"ARAPUA";"";"MG"
"3103900";"ARAUJOS";"";"MG"
"3104007";"ARAXA";"";"MG"
"3104106";"ARCEBURGO";"";"MG"
"3104205";"ARCOS";"";"MG"
"3104304";"AREADO";"";"MG"
"3104403";"ARGIRITA";"";"MG"
"3104452";"ARICANDUVA";"";"MG"
"3104502";"ARINOS";"";"MG"
"3104601";"ASTOLFO DUTRA";"";"MG"
"3104700";"ATALEIA";"";"MG"
"3104809";"AUGUSTO DE LIMA";"";"MG"
"3104908";"BAEPENDI";"";"MG"
"3105004";"BALDIM";"";"MG"
"3105103";"BAMBUI";"";"MG"
"3105202";"BANDEIRA";"";"MG"
"3105301";"BANDEIRA DO SUL";"";"MG"
"3105400";"BARAO DE COCAIS";"";"MG"
"3105509";"BARAO DE MONTE ALTO";"";"MG"
"3105608";"BARBACENA";"";"MG"
"3105707";"BARRA LONGA";"";"MG"
"3105905";"BARROSO";"";"MG"
"3106002";"BELA VISTA DE MINAS";"";"MG"
"3106101";"BELMIRO BRAGA";"";"MG"
"3106200";"BELO HORIZONTE";"";"MG"
"3106309";"BELO ORIENTE";"";"MG"
"3106408";"BELO VALE";"";"MG"
"3106507";"BERILO";"";"MG"
"3106606";"BERTOPOLIS";"";"MG"
"3106655";"BERIZAL";"";"MG"
"3106705";"BETIM";"";"MG"
"3106804";"BIAS FORTES";"";"MG"
"3106903";"BICAS";"";"MG"
"3107000";"BIQUINHAS";"";"MG"
"3107109";"BOA ESPERANCA";"";"MG"
"3107208";"BOCAINA DE MINAS";"";"MG"
"3107307";"BOCAIUVA";"";"MG"
"3107406";"BOM DESPACHO";"";"MG"
"3107505";"BOM JARDIM DE MINAS";"";"MG"
"3107604";"BOM JESUS DA PENHA";"";"MG"
"3107703";"BOM JESUS DO AMPARO";"";"MG"
"3107802";"BOM JESUS DO GALHO";"";"MG"
"3107901";"BOM REPOUSO";"";"MG"
"3108008";"BOM SUCESSO";"";"MG"
"3108107";"BONFIM";"";"MG"
"3108206";"BONFINOPOLIS DE MINAS";"";"MG"
"3108255";"BONITO DE MINAS";"";"MG"
"3108305";"BORDA DA MATA";"";"MG"
"3108404";"BOTELHOS";"";"MG"
"3108503";"BOTUMIRIM";"";"MG"
"3108552";"BRASILANDIA DE MINAS";"";"MG"
"3108602";"BRASILIA DE MINAS";"";"MG"
"3108701";"BRAS PIRES";"";"MG"
"3108800";"BRAUNAS";"";"MG"
"3108909";"BRASOPOLIS";"";"MG"
"3109006";"BRUMADINHO";"";"MG"
"3109105";"BUENO BRANDAO";"";"MG"
"3109204";"BUENOPOLIS";"";"MG"
"3109253";"BUGRE";"";"MG"
"3109303";"BURITIS";"";"MG"
"3109402";"BURITIZEIRO";"";"MG"
"3109451";"CABECEIRA GRANDE";"";"MG"
"3109501";"CABO VERDE";"";"MG"
"3109600";"CACHOEIRA DA PRATA";"";"MG"
"3109709";"CACHOEIRA DE MINAS";"";"MG"
"3109808";"CACHOEIRA DOURADA";"";"MG"
"3109907";"CAETANOPOLIS";"";"MG"
"3110004";"CAETE";"";"MG"
"3110103";"CAIANA";"";"MG"
"3110202";"CAJURI";"";"MG"
"3110301";"CALDAS";"";"MG"
"3110400";"CAMACHO";"";"MG"
"3110509";"CAMANDUCAIA";"";"MG"
"3110608";"CAMBUI";"";"MG"
"3110707";"CAMBUQUIRA";"";"MG"
"3110806";"CAMPANARIO";"";"MG"
"3110905";"CAMPANHA";"";"MG"
"3111002";"CAMPESTRE";"";"MG"
"3111101";"CAMPINA VERDE";"";"MG"
"3111150";"CAMPO AZUL";"";"MG"
"3111200";"CAMPO BELO";"";"MG"
"3111309";"CAMPO DO MEIO";"";"MG"
"3111408";"CAMPO FLORIDO";"";"MG"
"3111507";"CAMPOS ALTOS";"";"MG"
"3111606";"CAMPOS GERAIS";"";"MG"
"3111705";"CANAA";"";"MG"
"3111804";"CANAPOLIS";"";"MG"
"3111903";"CANA VERDE";"";"MG"
"3112000";"CANDEIAS";"";"MG"
"3112059";"CANTAGALO";"";"MG"
"3112109";"CAPARAO";"";"MG"
"3112208";"CAPELA NOVA";"";"MG"
"3112307";"CAPELINHA";"";"MG"
"3112406";"CAPETINGA";"";"MG"
"3112505";"CAPIM BRANCO";"";"MG"
"3112604";"CAPINOPOLIS";"";"MG"
"3112653";"CAPITAO ANDRADE";"";"MG"
"3112703";"CAPITAO ENEAS";"";"MG"
"3112802";"CAPITOLIO";"";"MG"
"3112901";"CAPUTIRA";"";"MG"
"3113008";"CARAI";"";"MG"
"3113107";"CARANAIBA";"";"MG"
"3113206";"CARANDAI";"";"MG"
"3113305";"CARANGOLA";"";"MG"
"3113404";"CARATINGA";"";"MG"
"3113503";"CARBONITA";"";"MG"
"3113602";"CAREACU";"";"MG"
"3113701";"CARLOS CHAGAS";"";"MG"
"3113800";"CARMESIA";"";"MG"
"3113909";"CARMO DA CACHOEIRA";"";"MG"
"3114006";"CARMO DA MATA";"";"MG"
"3114105";"CARMO DE MINAS";"";"MG"
"3114204";"CARMO DO CAJURU";"";"MG"
"3114303";"CARMO DO PARANAIBA";"";"MG"
"3114402";"CARMO DO RIO CLARO";"";"MG"
"3114501";"CARMOPOLIS DE MINAS";"";"MG"
"3114550";"CARNEIRINHO";"";"MG"
"3114600";"CARRANCAS";"";"MG"
